text,intent
current time please today,time
would you mind if you set a timer,set_alarm
could you what is the time in new york,time
i need you to start,open_app
can you could you tell me the time in london,time
just resume playback today,play_music
tell me the time today,time
can you i want to listen to music on spotify,play_music
just see ya,farewell
"hey, have a good one",farewell
can you i'm leaving,farewell
just can you open now,open_app
could you goodbye,farewell
would you mind if you current time please on youtube,time
i need you to good afternoon for 10 minutes,greeting
i need you to see ya,farewell
would you mind if you tell me the forecast today,weather
would you mind if you is it sunny about dogs,weather
"ok, open up",open_app
would you mind if you hello,greeting
"ok, set an alarm for 10 minutes",set_alarm
would you mind if you good afternoon,greeting
just bye bye tomorrow,farewell
would you mind if you time check quickly,time
"hey, wake me up on spotify",set_alarm
just do i need an umbrella in london,weather
can you top of the morning,greeting
"hey assistant, i want to listen to music for me",play_music
i need you to shuffle my songs right now,play_music
would you mind if you wake me up,set_alarm
play some tunes,play_music
could you shuffle my songs for me,play_music
"hey, crack a joke on youtube",joke
"hey assistant, goodbye on spotify",farewell
"hey, see you later",farewell
catch you later,farewell
just say a joke today,joke
just crack a joke,joke
"hey assistant, i need a laugh",joke
"hey assistant, open the app for 10 minutes",open_app
"ok, gotta go",farewell
can you hey,greeting
would you mind if you hi there,greeting
just add an alarm,set_alarm
can you current time please,time
tell me the time,time
just do you know the time,time
just open the app buddy,open_app
please can you google,search_web
i need you to tell me the forecast,weather
"ok, do you know any jokes",joke
"hey assistant, go to",open_app
i need you to peace out,farewell
can you search for,search_web
"hey assistant, how is the weather assistant",weather
please gotta go,farewell
please good morning today,greeting
please start,open_app
bye bye tomorrow,farewell
can you how are you,greeting
could you find information about tomorrow,search_web
i need you to new alarm,set_alarm
"hey assistant, i need a laugh",joke
could you is it sunny,weather
please set a timer,set_alarm
play some tunes,play_music
could you show me,open_app
would you mind if you yo buddy,greeting
"hey assistant, launch",open_app
i need you to i want to listen to music about space,play_music
"hey, tell me a joke",joke
would you mind if you start playing music,play_music
i need you to music please,play_music
would you mind if you google now,search_web
would you mind if you how is the weather,weather
could you crack a joke,joke
can you remind me,set_alarm
"hey assistant, say a joke now",joke
can you bye bye,farewell
please put on a playlist quickly,play_music
would you mind if you make me laugh now,joke
"ok, what time is it quickly",time
open up,open_app
"hey assistant, tell me the time for 10 minutes",time
"hey, put on a playlist",play_music
can you open up,open_app
"ok, is it raining outside",weather
would you mind if you new alarm quickly,set_alarm
please timer for,set_alarm
can you tell me a joke,joke
i need you to current time please buddy,time
just who is today,search_web
just gotta go,farewell
please current time please,time
"hey assistant, bye",farewell
"hey assistant, launch about dogs",open_app
"ok, what's the weather like tomorrow",weather
"hey, talk to you soon friend",farewell
"hey assistant, what's up now",greeting
i need you to google tomorrow,search_web
"hey, see ya",farewell
i need you to play some music on youtube,play_music
could you can you google,search_web
"hey, gotta go",farewell
could you start playing music friend,play_music
could you yo,greeting
could you is it raining outside,weather
would you mind if you hi,greeting
can you what time is it buddy,time
i need you to remind me,set_alarm
would you mind if you see you later,farewell
could you tell me the time for 10 minutes,time
could you goodbye,farewell
can you what's the clock say,time
just what is the time right now,time
could you timer for quickly,set_alarm
i need you to what is the temperature,weather
"ok, search the web for",search_web
how is the weather,weather
just play some tunes,play_music
can you bye bye for me,farewell
just good morning tomorrow,greeting
i need you to tell me something funny for me,joke
could you howdy friend,greeting
current time please quickly,time
just catch you later on spotify,farewell
can you crack a joke,joke
could you create a timer,set_alarm
could you google friend,search_web
could you see ya today,farewell
"ok, launch",open_app
shuffle my songs,play_music
hiya now,greeting
"ok, hi there",greeting
please goodbye,farewell
just have a good one please,farewell
could you yo on spotify,greeting
just launch in london,open_app
can you i want to listen to music for me,play_music
"hey assistant, tell me something funny",joke
could you see you later in london,farewell
crack a joke,joke
just search for,search_web
"hey, hello",greeting
i need you to start playing music,play_music
"ok, wake me up in new york",set_alarm
i need you to make me laugh,joke
i need you to catch you later,farewell
please resume playback on youtube,play_music
"hey assistant, good afternoon at 7 am",greeting
howdy please,greeting
please can you open,open_app
"hey, tell me something funny",joke
"hey, hiya right now",greeting
can you do you know the time,time
i need you to hi there,greeting
just tell me a joke now,joke
could you put on a playlist about space,play_music
just google,search_web
can you tell me the forecast,weather
can you is it raining outside,weather
could you go to in london,open_app
could you go to,open_app
"ok, start right now",open_app
can you can you open,open_app
would you mind if you play a song at 7 am,play_music
could you play some tunes,play_music
remind me,set_alarm
"ok, how is the weather",weather
please what is the time now,time
i need you to have a good one,farewell
just put on a playlist right now,play_music
please tell me a joke on youtube,joke
just tell me the forecast in new york,weather
would you mind if you create a timer please,set_alarm
"hey assistant, set an alarm please",set_alarm
please start playing music buddy,play_music
just set a timer,set_alarm
i need you to wake me up for me,set_alarm
can you goodbye about dogs,farewell
can you tell me something funny buddy,joke
can you tell me the forecast buddy,weather
could you google,search_web
